text	class
placent mammal australian differ habitat one call converg evolut placent mammal australia also exhibit adapt evolv varieti placent mammal appear similar correspond marsupi placent wolf tasmanian wolf marsupi figur biolog evolut evolut natur select true sens would start form life differ metabol capabl earth essenc darwinian theori evolut natur select rate new form link life cycl life span microb divid fast abil multipli becom million within hour bacteria say grow given medium built variat term abil utilis feed compon chang medium would bring part say surviv new condit due cours time other appear new speci would happen within day thing happen fowl would take million year life span year say tness better new condit natur tness figur pictur show converg evolut australian marsupi placent mammal one must rememb call tness base characterist inherit henc must genet basi get select anoth way thing organ better surviv otherwis hostil environ adapt abil inherit genet basi fit end result abil adapt get select natur branch descent natur select two key concept darwinian theori evolut figur even darwin french naturalist said evolut life form occur driven use	biology
evolut organ gave exampl giraff attempt forag leav tall tree adapt elong neck pass acquir charact elong neck succeed gener giraff slowli year came acquir long neck nobodi evolut process result process world see inanim success stori evolut describ stori world describ evolut process hand describ stori life earth treat evolut process call natur select still clear whether regard evolut natur select process end result unknown process possibl work popul uenc darwin natur select base certain observ exampl natur resourc limit popul stabl size except season vari characterist two alik even though look super cialli similar variat inherit etc fact theoret size grow exponenti everybodi reproduc maxim fact seen grow bacteri fact size realiti limit mean resourc surviv grew cost other could ourish novelti darwin assert variat herit make resourc utilis better habitat better enabl leav progeni henc period time mani gener leav progeni would chang characterist henc new form appear aris mechan evolut variat speciat occur even though mendel talk inherit factor uenc phenotyp darwin either ignor observ kept rst twentieth centuri devri base work brought forth idea mutat larg differ aris suddenli believ mutat caus evolut minor variat herit darwin talk mutat random darwinian variat small direct evolut darwin gradual devri believ mutat caus speciat henc call singl step larg mutat studi genet later brought	biology
unit viii human welfar chapter disciplin natur human diseas scienc progress proceed much faster applic chapter life also higher strategi enhanc howev twentieth centuri certainli twenti first centuri food product demonstr util biolog knowledg human welfar agricultur discoveri antibiot synthet plant deriv chang medic practic one hand human hand life human dramat chang year agricultur food process brought socio cultur chang human describ follow three chapter unit chapter microb human welfar	biology
swaminathan august tamil nadu swaminathan post botani madra univers work differ capac larg number institut india develop expertis genet plant breed school research establish indian agricultur research institut iari enabl swaminathan develop short durat high yield varieti rice includ basmati also known develop concept crop crop genet improv yield qualiti swaminathan initi collabor norman borlaug introduct varieti wheat india highli recognis also initi lab food sever environment programm honour sever fellowship institut excel	biology
human diseas allergi gone new place suddenli start sneez wheez explain reason went away symptom happen sensit particl environ mention reaction could allergi pollen mite etc differ differ place respons immun system certain antigen present environ call allergi substanc immun respons produc call allergen antibodi produc ige type common exampl allergen mite dust pollen anim etc symptom allerg reaction includ sneez wateri eye run nose dif culti breath allergi due releas like histamin serotonin cell determin caus allergi expos small dose possibl allergen reaction use like anti histamin steroid quickli reduc symptom allergi modern day life style lower immun allergen children metro india allergi asthma due environ could protect environ provid earli life auto immun memori base acquir immun evolv higher vertebr base abil differenti foreign organ pathogen self cell still understand basi two abil understood one higher vertebr distinguish foreign molecul well foreign organ experiment deal aspect two sometim due genet unknown reason bodi self cell result damag bodi call auto immun diseas rheumatoid arthriti affect mani peopl societi auto immun diseas immun system bodi human immun system consist lymphoid organ cell solubl molecul like antibodi read immun system uniqu sens recognis foreign antigen respond immun system also play import role allerg reaction auto immun diseas transplant lymphoid organ organ matur prolifer lymphocyt occur primari lymphoid organ bone marrow thymu immatur lymphocyt differenti	biology
figur diagrammat represent lymph node antigen sensit lymphocyt matur lymphocyt secondari lymphoid organ like spleen lymph node patch small intestin appendix secondari lymphoid organ provid site interact lymphocyt antigen prolifer becom effector cell locat variou lymphoid organ human bodi shown figur bone marrow main lymphoid blood cell includ lymphocyt produc thymu locat near heart beneath thymu quit larg time birth keep reduc size age time puberti reduc small size bone marrow thymu provid micro environ develop matur lymphocyt spleen larg bean shape mainli contain lymphocyt act blood trap blood born micro organ spleen also larg erythrocyt lymph node small structur locat differ point along lymphat system lymph node serv trap micro organ antigen happen get lymph uid antigen trap lymph node respons activ lymphocyt present caus immun respons lymphoid also locat within line major tract respiratori digest urogenit tract call mucosa associ lymphoid malt constitut per cent lymphoid human bodi aid word aid stand acquir immuno cienci syndrom mean cienci immun system acquir lifetim individu indic congenit diseas syndrom mean group symptom aid rst report last twenti year world million person aid caus human immuno cienci viru hiv group call retroviru envelop enclos rna genom figur transmiss hiv infect gener occur contact transfus contamin blood blood product share needl case drug mother child placenta peopl high risk get infect includ multipl	biology
human diseas viral rna core viru infect viral protein norm coat plasma membran anim cell viral rna introduc cell cytoplasm viral dna produc revers transcriptas viral dna host genom new viral rna produc cell new produc new infect cell note cell surviv replic releas figur replic retroviru partner drug take intraven requir repeat blood transfus children hiv mother know peopl need repeat blood transfus find make list condit import note hiv aid mere touch physic contact spread bodi uid henc imper physic well hiv aid person isol famili societi alway time infect aid symptom period may vari month mani year usual year	biology
get bodi viru enter macrophag rna genom viru replic form viral dna help enzym revers transcriptas viral dna get host cell dna cell produc viru particl figur macrophag continu produc viru way act like hiv simultan hiv enter helper lymphocyt replic produc progeni progeni releas blood helper lymphocyt repeat lead progress decreas number helper lymphocyt bodi period suffer fever diarrhoea weight loss due decreas number lymphocyt start suffer infect could otherwis overcom due bacteria especi even parasit like becom immuno cient unabl protect infect wide use diagnost test aid enzym link immuno sorbent assay elisa treatment aid anti retrovir partial effect life prevent death prevent aid aid cure prevent best option moreov hiv infect often spread due consciou behaviour pattern someth happen like pneumonia typhoid cours infect blood transfus patient new mother etc may take place due poor may ignor said die ignor countri nation aid control organis naco non government organis lot peopl aid start number programm prevent hiv infect make blood blood bank safe hiv ensur use dispos needl syring public privat hospit clinic free distribut condom control drug abus safe sex promot regular check hiv suscept popul step taken infect hiv aid someth hidden sinc infect may mani peopl hiv aid peopl need help instead societi unless societi recognis problem dealt chanc wider diseas increas manifold maladi societi medic act togeth prevent diseas cancer cancer one diseas human major caus death globe million	biology
human diseas cancer larg number die annual mechan develop cancer oncogen transform cell treatment control intens research medicin bodi cell growth differenti highli control regul cancer cell breakdown regulatori mechan normal cell show call contact inhibit contact cell inhibit uncontrol growth cancer cell appear lost result cancer cell continu divid give rise mass cell call tumor tumor two type benign malign benign tumor normal remain con origin locat part bodi caus littl damag malign tumor hand mass cell call neoplast tumor cell cell grow rapidli damag normal cell activ divid grow also normal cell compet nutrient cell tumor reach distant site blood get bodi start new tumor call metastasi malign tumor caus cancer transform normal cell cancer neoplast cell may induc physic chemic biolog agent agent call carcinogen ionis radiat like gamma non radiat like caus dna damag lead neoplast transform chemic carcinogen present tobacco identi major caus lung cancer cancer caus call oncogen gene call viral oncogen furthermor sever gene call oncogen oncogen identi normal cell activ certain condit could lead oncogen transform cell cancer detect diagnosi earli detect cancer essenti allow diseas success mani case cancer detect base biopsi histopatholog studi blood bone marrow increas cell count case biopsi piec suspect cut section stain examin microscop histopatholog studi techniqu like use comput tomographi mri magnet use detect cancer intern organ comput tomographi use gener three dimension imag object mri use strong magnet non ionis radiat accur detect chang antibodi cancer specif antigen also use detect certain cancer techniqu molecular	biology
appli detect gene inherit certain cancer identi cation gene individu certain cancer may help prevent cancer may advis avoid exposur particular carcinogen suscept tobacco case lung cancer treatment cancer common approach treatment cancer surgeri therapi radiotherapi tumor cell take proper care normal tumor mass sever use kill cancer cell speci particular tumor side effect like hair loss anemia etc cancer combin surgeri radiotherapi tumor cell shown avoid detect destruct immun system therefor patient given substanc call biolog respons activ immun system help tumor alcohol abus show use alcohol rise especi among youth realli caus concern could result mani harm effect proper educ guidanc would enabl youth safeguard danger behaviour pattern follow healthi commonli abus opioid cannabinoid coca alkaloid obtain ower obtain opioid bind specif receptor present central nervou system gastrointestin tract heroin figur commonli call chemic white bitter crystallin compound obtain morphin figur extract figur chemic structur morphin figur opium poppi	biology
human diseas poppi plant papav figur gener taken heroin bodi function cannabinoid group figur cannabinoid receptor present princip brain natur cannabinoid obtain oresc plant cannabi sativa figur ower top leav cannabi plant use variou combin produc gener taken ingest known effect system bodi figur skelet structur figur leav cannabi sativa cannabinoid molecul coca alkaloid cocain obtain coca plant coca nativ south neuro cocain commonli call crack usual potent action central nervou system sens euphoria increas energi excess cocain caus well known hallucinogen properti datura figur day cannabinoid also abus sportsperson like similar normal use medicin help patient cope figur flower branch datura mental like depress often abus morphin effect use patient undergon surgeri sever fruit seed hallucinogen properti use hundr year medicin religi globe taken purpos medicin use amount frequenc impair one physic function constitut drug abus	biology
smoke also way hard tobacco use human year use tobacco contain larg number chemic substanc includ nicotin alkaloid nicotin adren gland releas adrenalin adrenalin blood circul rais blood pressur increas heart rate smoke associ increas incid cancer lung urinari bladder throat bronchiti emphysema coronari heart diseas gastric etc tobacco chew associ increas risk cancer caviti smoke increas carbon monoxid content blood reduc concentr oxygen caus oxygen cienci bodi one packet one statutori warn present smoke say injuri yet smoke societi among old know smoke chew tobacco addict natur youth old need avoid habit addict requir counsel medic help get rid habit adolesc drug alcohol abus adolesc mean period process child becom matur term effect particip societi period year age may thought adolesc period word adolesc bridg link childhood adulthood adolesc sever biolog behaviour chang adolesc thu vulner phase mental develop individu curios need excit experiment common caus youngster drug alcohol use child natur curios motiv experi complic effect might perceiv bene alcohol drug use thu first use alcohol may curios experiment later child start use escap face problem late stress pressur examin play signific role youngster tri alcohol percept among youth progress use alcohol also way major caus youth start habit televis newspap internet also help percept factor seen associ drug alcohol abus among adolesc unstabl famili structur peer pressur	biology
human diseas addict depend perceiv bene frequent use repeatedli import thing one realis inher addict natur alcohol addict attach certain effect euphoria temporari feel well associ alcohol drive peopl take even need even use becom self destruct repeat use level receptor present bodi increas consequ receptor respond higher dose alcohol lead greater intak addict howev clearli born mind use even fore runner addict thu addict potenti alcohol user lead regular use abus may abl get absenc guidanc counsel get addict becom depend use depend tendenc bodi manifest characterist unpleas withdraw syndrom regular dose alcohol characteris anxieti nausea sweat may use case withdraw symptom sever even life may need medic supervis depend lead social norm order get suffici need result mani social problem effect drug alcohol abus immedi advers effect alcohol abus manifest form behaviour excess dose may lead death due respiratori failur heart failur cerebr combin intak along alcohol gener result even death common warn sign drug alcohol abus among youth includ drop perform absenc school colleg lack interest person hygien withdraw isol depress fatigu behaviour famili loss interest chang eat habit weight appetit etc may even far reach implic drug alcohol abus unabl get buy alcohol may turn advers effect restrict use alcohol time drug alcohol addict becom caus mental nancial distress entir famili	biology
take intraven direct vein use much like acquir seriou infect like aid hepat respons diseas transfer one anoth share needl syring aid hepat infect chronic infect transmit contact blood use alcohol adolesc may also long term effect could lead heavi drink adulthood chronic use alcohol damag nervou system liver use alcohol pregnanc also known affect foetu anoth misus certain sportsperson enhanc perform use anabol steroid certain hormon increas muscl strength aggress result increas perform side effect use anabol steroid femal includ featur like male increas aggress mood swing depress abnorm menstrual cycl excess hair growth face bodi enlarg clitori voic male includ acn increas aggress mood swing depress reduct size sperm product potenti kidney liver breast enlarg prematur enlarg prostat gland effect may perman prolong use adolesc male femal sever facial bodi acn prematur growth centr long bone may result stunt growth prevent control age old prevent better cure hold true also also true habit smoke take drug alcohol like taken age adolesc henc best identifi situat may push adolesc use alcohol take remedi measur well time regard parent teacher special respons combin high level disciplin associ lower risk alcohol tobacco abus measur mention would particularli use prevent control alcohol abus among adolesc avoid peer pressur everi child choic person child perform beyond limit studi activ	biology
chapter common diseas immun aid cancer human diseas long time consid state bodi mind balanc certain earli like well indian system medicin assert thought person blackbil hot person would idea thought discoveri blood circul use experiment method demonstr normal bodi temperatur person blackbil use good humor hypothesi later year state mind uenc neural system endocrin system immun system immun system maintain henc mind mental state affect cours affect genet cienci child cienci child parent birth infect iii life style includ food water take rest exercis give bodi habit lack etc	biology
human diseas educ counsel educ counsel face problem stress accept failur part life would also child energi healthi like read yoga activ iii seek help parent peer help parent peer sought immedi appropri help may even sought close get proper problem would help feel anxieti look danger sign parent teacher need look identifi danger sign discuss even use alcohol bring notic parent teacher best concern appropri measur would requir diagnos maladi underli caus would help initi proper remedi step treatment seek medic help lot help avail form highli quali addict programm help unfortun got drug alcohol abus help affect individu suf cient effort power get rid problem complet lead normal healthi life summari absenc diseas state complet physic mental social well diseas like typhoid cholera pneumonia fungal infect skin malaria mani other major caus distress human vector born diseas like malaria especi one caus plasmodium falciparum may prove person cleanli hygien public measur like proper dispos wast drink water control vector like mosquito immunis help prevent diseas immun system play major role prevent diseas expos diseas caus agent innat defenc bodi like skin mucou membran substanc present tear saliva phagocyt cell help block entri pathogen bodi pathogen gain entri bodi specif antibodi humor immun respons cell cell mediat immun respons serv kill pathogen immun system memori subsequ exposur pathogen immun respons rapid intens form basi protect	biology
iii vaccin immunis among diseas aid cancer kill larg number aid caus human immuno defici viru hiv prevent certain precaut taken mani cancer curabl detect earli appropri therapeut measur taken late drug alcohol abus among youth adolesc becom anoth caus concern addict natur alcohol perceiv benefit like stress may tri take face peer pressur examin relat relat stress may get addict educ harm effect counsel seek immedi medic help would total individu evil exercis variou public measur would suggest safeguard infecti diseas way help control infecti diseas transmiss follow diseas take place amoebiasi malaria ascariasi pneumonia measur would take prevent water born diseas discuss teacher suitabl mean context dna vaccin name primari secondari lymphoid organ follow well known use chapter expand one full form malt cmi aid naco hiv differenti follow give exampl innat acquir immun activ immun draw well label diagram antibodi molecul variou transmiss human immuno defici viru take place mechan aid viru caus defici immun system cancer cell differ normal cell explain meant metastasi list harm effect caus alcohol drug abus think uenc one take alcohol may one protect uenc start take alcohol dif cult get rid habit discuss teacher view motiv youngster take alcohol avoid	biology
term frequent use everybodi simpli mean absenc diseas physic tness could defin state complet physic mental social well peopl healthi effici work increas product bring also increas peopl reduc infant matern mortal balanc diet person hygien regular exercis import maintain good yoga sinc time immemori achiev physic mental awar diseas effect differ function vaccin immunis infecti diseas proper dispos wast control vector mainten hygien food water resourc necessari achiev good function one organ system bodi affect characteris variou sign symptom say healthi diseas diseas broadli infecti non infecti diseas easili transmit one anoth call infecti diseas infecti diseas common everi one suffer infecti diseas like aid among non infecti diseas cancer major caus death drug alcohol abus also affect common diseas human wide rang organ belong bacteria protozoan helminth etc could caus diseas diseas caus organ call pathogen parasit therefor pathogen caus host pathogen bodi variou mean multipli interfer normal activ result morpholog function damag pathogen adapt life within environ host exampl pathogen gut must know way stomach low resist variou digest enzym differ group pathogen organ discuss alongwith diseas caus control measur diseas gener also brie describ salmonella pathogen bacterium caus typhoid fever human pathogen gener small intestin food water contamin organ blood high fever weak stomach constip loss appetit common symptom diseas intestin death may occur sever case typhoid fever could	biology
human diseas test classic case medicin mari mari typhoid carrier continu typhoid sever year food bacteria like streptococcu pneumonia respons diseas pneumonia human infect alveoli air lled sac lung result infect alveoli get lled uid lead sever problem respir symptom pneumonia includ fever cough sever case lip nger nail may turn bluish colour healthi acquir infect droplet releas even share dysenteri plagu diphtheria etc bacteri diseas mani also caus diseas human repres one group caus one infecti human common cold infect nose respiratori passag lung common cold characteris nasal congest discharg throat cough etc usual last day droplet result cough either inhal directli transmit contamin object book comput mous etc caus infect healthi human diseas caus protozoan might malaria diseas sinc mani year plasmodium protozoan respons diseas differ speci plasmodium malaria falciparum respons differ type malign malaria caus seriou one even let take life cycl plasmodium figur plasmodium enter human bodi sporozoit infecti form bite femal anophel mosquito parasit initi multipli within liver cell red blood cell rbc result ruptur ruptur rbc associ releas toxic respons high fever everi three four day femal anophel mosquito bite parasit mosquito bodi undergo develop parasit multipli within form sporozoit store salivari gland mosquito bite human sporozoit introduc bodi therebi initi event mention interest note malari parasit requir two host human mosquito complet life cycl figur femal anophel mosquito vector agent	biology
mosquito bite anoth human sporozoit bite matur stage sporozoit escap gut mosquito salivari gland parasit sporozoit reach liver blood host develop take place mosquito gut parasit reproduc asexu liver cell burst cell human blood host femal mosquito take gametocyt blood gametocyt parasit asexu red blood cell burst red blood cell caus cycl fever stage gametocyt symptom releas develop red blood cell parasit infect new red blood cell figur stage life cycl plasmodium protozoan parasit larg intestin human caus amoebiasi dysenteri symptom diseas includ constip abdomin mucou blood clot act mechan carrier serv transmit parasit faec food	biology
human diseas food product therebi contamin drink water food contamin faecal matter main sourc infect ascari common round worm wuchereria larial worm helminth known pathogen ascari intestin parasit caus ascariasi symptom diseas includ intern bleed muscular fever anemia intestin passag egg parasit excret along faec person soil water etc healthi acquir infect contamin water veget fruit etc wuchereria larial worm caus slowli develop chronic ammat organ live mani year usual lymphat vessel lower diseas call filariasi figur genit organ also often affect result gross pathogen transmit healthi figur diagram show bite femal mosquito vector ammat one mani belong genera lower due ton ton respons ringworm one common infecti diseas dri lesion variou part bodi skin nail figur main symptom diseas lesion intens itch heat help grow make thrive skin ringworm gener figur diagram show acquir soil use affect area skin even mainten person public hygien import prevent control mani infecti diseas measur person hygien includ keep bodi consumpt drink water food veget fruit etc public hygien includ proper dispos wast excreta period water tank standard hygien public measur particularli essenti infecti agent transmit food water typhoid amoebiasi ascariasi case air born diseas pneumonia common cold addit measur close	biology
contact person avoid diseas malaria filariasi transmit insect vector import measur control elimin vector breed place achiev avoid water around regular use mosquito she like pond feed mosquito larva spray insecticid drainag etc addit window provid wire mesh prevent entri mosquito precaut becom import especi light recent widespread incid vector born mosquito diseas like mani part india advanc made biolog scienc effect deal mani infecti diseas use vaccin immunis programm enabl complet deadli diseas like larg number infecti diseas like polio diphtheria pneumonia tetanu control larg extent use vaccin biotechnolog read chapter make avail newer vaccin discoveri antibiot variou also enabl effect treat infecti diseas immun everyday expos larg number infecti agent howev exposur result diseas due fact bodi abl foreign agent overal abil host ght diseas caus organ immun system call immun immun two type innat immun acquir immun innat immun innat immun non specif type defenc present time birth accomplish provid differ type barrier entri foreign agent bodi innat immun consist four type barrier physic barrier skin bodi main barrier prevent entri micro organ mucu coat epithelium line respiratori gastrointestin urogenit tract also help trap microb enter bodi barrier acid stomach saliva mouth tear eye prevent microbi growth iii barrier certain type leukocyt wbc bodi like leukocyt neutrophil	biology
human diseas monocyt natur type lymphocyt blood well macrophag microb barrier viru cell secret protein call protect non cell viral infect acquir immun acquir immun hand pathogen specif characteris memori mean bodi pathogen rst time produc respons call primari respons low intens subsequ encount pathogen highli secondari respons fact bodi appear memori rst encount primari secondari immun respons antigen bind site carri help two special type lymphocyt present blood lymphocyt lymphocyt ihe lymphocyt produc protein respons pathogen blood ght protein call antibodi cell secret antibodi help cell produc antibodi molecul four peptid chain two small call light chain heavi antigen bind site two longer call heavi chain figur structur antibodi molecul henc antibodi repres differ type antibodi produc bodi ige igg cartoon antibodi given figur antibodi found blood respons also call humor immun respons one two type acquir immun respons antibodi mediat second type call cell mediat immun respons cell mediat immun cmi lymphocyt cmi often human organ like heart eye liver kidney fail function transplant enabl live normal life search begin suitabl donor organ taken anybodi doctor	biology
check graft sourc anim anoth primat human made sinc graft would later match blood group match essenti graft transplant even take immuno life bodi abl differenti self cell mediat immun respons respons graft reject activ immun host expos antigen may form dead microb protein antibodi produc host bodi type immun call activ immun activ immun slow take time give full effect respons microb deliber immunis infecti organ gain access bodi natur infect induc activ immun readi made antibodi directli given protect bodi foreign agent call immun know mother milk consid essenti new infant yellowish uid colostrum secret mother initi day lactat abund antibodi protect infant foetu also receiv antibodi mother placenta pregnanc exampl immun vaccin immunis principl immunis vaccin base memori immun system vaccin prepar antigen protein pathogen inactiv pathogen vaccin introduc bodi antibodi produc bodi antigen would neutralis pathogen agent actual infect vaccin also gener memori cell recognis pathogen quickli subsequ exposur product antibodi deadli microb quick immun respons requir tetanu need directli inject preform antibodi prepar contain antibodi toxin even case given patient contain preform antibodi type immunis call immunis recombin dna technolog allow product antigen polypeptid pathogen bacteria yeast vaccin produc use approach allow larg scale product henc greater avail immunis hepat vaccin produc yeast	biology
chapter strategi enhanc food product anim husbandri ever increas world singl cell protein enhanc food product major cultur biolog principl appli anim husbandri plant breed major role effort increas food product sever new techniqu like embryo transfer technolog cultur techniqu play role enhanc food product anim husbandri anim husbandri agricultur practic breed rais livestock farmer much scienc art anim husbandri deal care breed livestock like buffalo cow pig hors cattl sheep camel goat etc use human extend includ poultri farm sheri fisheri includ catch sell etc fish mollusc shell crustacean prawn crab etc sinc time immemori like bee silk worm prawn crab she bird pig cattl sheep camel use human product like milk egg meat silk honey etc per cent world livestock india china howev	biology
surpris note world farm produc per cent product per unit low henc addit anim breed care newer technolog also appli achiev improv qualiti product manag farm farm approach tradit farm manag give much need food product let discuss manag procedur variou anim farm system dairi farm manag manag milk product human consumpt list would expect dairi differ kind product made milk dairi farm dairi farm manag deal process system increas yield improv qualiti milk milk yield primarili depend qualiti breed farm select good breed high yield potenti climat condit area combin resist diseas import yield potenti realis cattl well look hous well adequ water maintain diseas free cattl carri scienti special emphasi qualiti quantiti stringent cleanli hygien cattl import storag milk product nowaday cours much process becom reduc chanc direct contact produc ensur stringent measur would cours requir regular proper record keep would also help identifi problem earli possibl regular visit doctor would would probabl find interest aspect dairi keep follow visit dairi farm seek answer question poultri farm manag poultri class domest fowl bird use food egg typic includ chicken sometim turkey word poultri often use refer meat bird gener sens may refer meat bird dairi farm select diseas free suitabl breed proper safe farm condit proper feed water hygien care import compon poultri farm manag	biology
strategi enhanc food product exampl involv sourc resist gene crop speci bred diseas resist relat wild speci transfer resist gene achiev hybridis target sourc plant follow select plant breed develop resist insect pest anoth major caus larg scale destruct crop plant crop produc insect pest infest insect resist host crop may due morpholog biochem characterist hairi leav sever associ resist insect pest resist cotton leaf beetl wheat wheat stem lead non saw smooth nectar less cotton varieti attract bollworm high aspart acid low nitrogen sugar content maiz lead resist maiz breed method insect pest resist involv step agronom trait yield qualiti discuss earlier sourc resist gene may cultiv varieti germplasm crop wild rel releas crop varieti bred hybridis select insect pest resist given tabl tabl crop varieti insect pest brassica pusa aphid mustard flat bean pusa aphid pusa fruit borer bhindi pusa shoot fruit borer pusa plant breed improv food qualiti million peopl world adequ food meet food nutrit requir far greater number three billion peopl micronutri protein vitamin cienci hidden hunger afford buy enough fruit veget legum fish meat diet essenti micronutri particularli iron vitamin iodin zinc increas risk diseas reduc reduc mental abil	biology
biofortif breed crop higher level vitamin miner higher protein fat practic mean improv public breed improv nutrit qualiti undertaken object improv protein content qualiti oil content qualiti iii vitamin content micronutri miner content maiz hybrid twice amount amino acid lysin tryptophan compar exist maiz hybrid develop wheat varieti atla high protein content use donor improv cultiv wheat possibl develop iron rice varieti contain time much iron commonli consum varieti indian agricultur research institut new delhi also releas sever veget crop rich vitamin miner vitamin enrich carrot spinach vitamin enrich bitter bathua mustard tomato iron calcium enrich spinach bathua protein enrich bean french garden pea singl cell protein scp agricultur product cereal veget fruit etc may abl meet demand food rate human anim increas shift grain meat diet also creat demand cereal take grain produc meat anim farm explain statement light knowledg food chain per cent human suffer hunger malnutrit one altern sourc protein anim human nutrit singl cell protein scp microb grown industri scale sourc good protein alga like grown easili like wast water potato process contain starch straw anim manur even sewag produc larg quantiti serv food rich protein miner fat carbohydr vitamin incident utilis also reduc environment pollut certain bacteri speci like high rate biomass product growth expect produc tonn protein fact edibl eaten mani peopl larg scale mushroom cultur grow industri	biology
strategi enhanc food product make would becom accept food cultur tradit breed techniqu keep pace demand provid fast effici system crop improv anoth technolog call cultur got develop cultur mean learnt whole could regener part plant taken grown test tube steril condit special nutrient media capac gener whole plant cell explant call learn higher class import stress nutrient medium must provid carbon sourc sucros also inorgan salt vitamin amino acid growth regul like auxin cytokinin etc applic method possibl achiev propag larg number short durat method thousand cultur call micro propag genet ident origin plant grown mani import food like tomato banana appl etc produc commerci scale use method tri visit cultur laboratori teacher better understand process anoth import applic method recoveri healthi diseas even plant viru meristem apic axillari free viru henc one remov meristem grow vitro obtain viru free succeed cultur meristem banana sugarcan potato etc even isol singl cell digest cell abl isol nake protoplast surround plasma membran isol protoplast two differ varieti desir charact fuse get protoplast grown form new plant hybrid call somat hybrid process call somat hybridis imagin situat protoplast tomato fuse potato grown form new combin tomato potato characterist well achiev result format unfortun plant desir combin characterist commerci utilis	biology
summari anim husbandri practic take care breed domest scientif principl ever increas demand food anim product term qualiti quantiti met good anim husbandri includ manag farm farm anim breed view high nutrit valu honey medicin import remark growth practic bee keep apicultur fisheri anoth ourish industri meet ever increas demand fish product aquat food plant breed may use creat varieti resist pathogen insect pest increas yield food method also use increas protein content plant food therebi enhanc qualiti food india sever varieti differ crop produc measur enhanc product food techniqu cultur somat hybridis offer vast potenti manipul vitro produc new varieti exercis explain brief role anim husbandri human welfar famili dairi farm measur would undertak improv qualiti quantiti milk product meant term breed object anim breed method best apicultur import discuss role sheri enhanc food product brie describ variou step involv plant breed explain meant biofortif propag explant vitro india name method anim breed accord part plant best suit make viru free major advantag find variou compon medium use name five varieti crop develop	biology
strategi enhanc food product may seen read bird viru creat countri drastic affect egg chicken consumpt find discuss whether panic reaction justifi prevent case chicken anim breed breed import aspect anim husbandri anim breed aim increas yield improv desir qualiti produc kind charact would breed would select charact differ choic understand term breed group relat descent similar charact like gener featur size con gurat etc said belong breed find name common breed cattl poultri farm area breed breed call inbreed differ breed call outbreed inbreed inbreed refer mate close relat within breed gener breed strategi follow superior male superior femal breed identi pair progeni obtain mate evalu superior male femal among identi mate superior femal case cattl cow produc milk per lactat hand superior male bull give rise superior progeni compar male tri recollect homozyg purelin develop mendel discuss chapter similar strategi use develop purelin cattl use case pea inbreed increas homozygos thu inbreed necessari want anim inbreed expos harm recess gene elimin select also help accumul superior gene elimin less desir gene therefor approach select step increas product howev continu inbreed especi close inbreed usual reduc fertil even product call inbreed depress whenev becom problem select breed figur improv breed cattl	biology
unrel superior breed usual help restor fertil yield breed breed breed unrel may breed common ancestor gener differ breed cross breed differ speci inter specif hybridis practic mate within breed common ancestor either side pedigre gener offspr mate known cross best breed method averag product milk product growth rate beef cattl etc singl often help overcom inbreed depress cross breed method superior male one breed superior femal anoth breed cross breed allow desir qualiti two differ breed combin progeni may use commerci product altern may subject form inbreed select develop new stabl breed may superior exist breed mani new anim breed develop approach new breed sheep develop punjab interspecif hybridis method male femal two differ relat speci case progeni may combin desir featur parent may valu mule figur know cross lead product mule control breed experi carri use arti cial insemin semen collect male chosen parent reproduct tract select femal breeder semen may use immedi frozen use later also transport frozen form femal hous way desir mate carri arti cial insemin help overcom sever problem normal mate discuss list often success rate matur male figur femal fairli low even though artifici insemin carri improv chanc success product hybrid mean also use multipl ovul embryo transfer technolog one programm herd improv method cow administ hormon fsh like activ induc follicular matur super ovul instead one egg normal yield per cycl	biology
strategi enhanc food product produc egg anim either bull arti cialli fertilis egg cell stage recov non transfer mother genet mother avail anoth round super ovul technolog demonstr cattl sheep rabbit buffalo etc high milk yield breed femal high qualiti meat less lipid meat yield bred success increas herd size short time bee keep bee keep apicultur mainten honeybe product honey age old industri honey food high nutrit valu also use indigen system medicin also produc beeswax mani use industri prepar cosmet variou kind increas demand honey led larg scale bee keep becom establish gener industri whether practic small larg scale bee keep practic area suf cient bee wild shrub fruit cultiv crop sever speci honeybe common speci beehiv kept one even bee keep labour intens bee keep though rel easi requir specialis knowledg sever organis bee keep follow point import success bee keep knowledg natur habit bee select suitabl locat keep beehiv iii catch group bee manag beehiv differ season handl collect honey beeswax bee pollin mani crop speci see chapter sun ower brassica appl keep beehiv crop ower period increas pollin cienci improv yield bene cial point view crop yield honey yield fisheri fisheri industri catch process sell shell aquat larg number depend product aquat edibl etc food freshwat she common includ common fish eaten includ find she commonli eaten area	biology
